protein1 protein2 experimental database textmining combined_score
511145.b4266 511145.b2277 227 0 0 226
511145.b4266 511145.b1206 235 0 48 240
511145.b4266 511145.b3620 196 0 0 196
511145.b4266 511145.b3621 196 0 0 196
511145.b4266 511145.b2562 181 0 0 181
511145.b4266 511145.b2282 246 0 0 245
511145.b4266 511145.b2720 181 0 0 181
511145.b4266 511145.b0398 274 0 43 275
511145.b4266 511145.b2288 246 0 0 245
511145.b4266 511145.b3363 236 0 0 236
511145.b4266 511145.b2237 229 102 0 278
511145.b4266 511145.b2281 181 0 0 181
511145.b4266 511145.b0586 71 0 204 228
511145.b4266 511145.b2276 258 0 0 258
511145.b4267 511145.b1917 185 0 0 185
511145.b4268 511145.b0601 508 0 0 508
511145.b4268 511145.b2714 508 0 0 508
511145.b4268 511145.b0245 156 0 0 155
511145.b4268 511145.b3437 0 900 0 900
511145.b4269 511145.b1478 0 900 0 900
511145.b4269 511145.b2453 0 900 0 900
511145.b4269 511145.b3589 0 900 0 900
511145.b4269 511145.b0356 46 900 135 910
511145.b4269 511145.b1241 0 900 0 900
511145.b4269 511145.b0325 0 900 0 900
511145.b4269 511145.b0072 210 0 0 210
511145.b4269 511145.b2836 72 0 125 153
511145.b4272 511145.b1127 277 0 0 277
511145.b4277 511145.b0256 508 0 0 508
511145.b4277 511145.b0946 508 0 0 508
511145.b4280 511145.b0199 421 0 0 420
511145.b4280 511145.b0817 421 0 0 420
511145.b4280 511145.b0757 274 0 103 320
511145.b4287 511145.b0592 0 540 0 540
511145.b4287 511145.b1310 0 540 0 540
511145.b4287 511145.b1247 0 540 0 540
511145.b4287 511145.b1900 0 540 0 540
511145.b4287 511145.b0763 0 540 0 540
511145.b4287 511145.b3751 0 540 0 540
511145.b4287 511145.b2678 0 540 0 540
511145.b4287 511145.b1442 0 540 0 540
511145.b4287 511145.b4262 0 540 0 540
511145.b4287 511145.b1484 0 540 0 540
511145.b4287 511145.b0793 0 540 0 540
511145.b4287 511145.b3478 0 540 0 540
511145.b4287 511145.b1514 0 540 0 540
511145.b4287 511145.b2178 0 540 0 540
511145.b4287 511145.b3453 0 540 0 540
511145.b4287 511145.b1857 0 540 0 540
511145.b4287 511145.b1711 0 540 0 540
511145.b4287 511145.b4261 0 540 0 540
511145.b4287 511145.b1515 0 540 0 540
511145.b4287 511145.b2425 0 540 0 540
511145.b4287 511145.b0863 0 540 0 540
511145.b4287 511145.b0934 0 540 0 540
511145.b4287 511145.b1483 0 540 0 540
511145.b4287 511145.b0698 0 540 0 540
511145.b4287 511145.b4086 0 540 0 540
511145.b4287 511145.b0158 282 540 0 655
511145.b4287 511145.b4105 0 360 0 360
511145.b4287 511145.b3476 0 540 0 540
511145.b4287 511145.b3452 0 540 0 540
511145.b4287 511145.b1291 0 540 0 540
511145.b4287 511145.b0854 0 540 0 540
511145.b4287 511145.b1245 0 540 0 540
511145.b4287 511145.b4088 0 540 0 540
511145.b4287 511145.b0829 0 540 0 540
511145.b4287 511145.b1756 0 540 0 540
511145.b4287 511145.b1440 0 540 0 540
511145.b4287 511145.b3726 0 540 0 540
511145.b4287 511145.b1118 0 540 0 540
511145.b4287 511145.b2424 0 540 0 540
511145.b4287 511145.b3750 0 540 0 540
511145.b4287 511145.b0831 0 540 0 540
511145.b4287 511145.b0590 361 540 85 707
511145.b4287 511145.b2150 0 540 0 540
511145.b4287 511145.b3749 0 540 0 540
511145.b4287 511145.b1293 0 540 0 540
511145.b4287 511145.b2677 0 540 0 540
511145.b4287 511145.b1918 0 540 0 540
511145.b4287 511145.b1441 0 540 0 540
511145.b4287 511145.b2131 0 540 0 540
511145.b4287 511145.b4485 0 540 0 540
511145.b4287 511145.b2197 0 540 0 540
511145.b4287 511145.b1486 0 540 0 540
511145.b4287 511145.b1901 0 540 0 540
511145.b4287 511145.b3480 0 540 0 540
511145.b4287 511145.b1124 0 540 0 540
511145.b4287 511145.b0366 0 540 0 540
511145.b4287 511145.b2177 0 540 0 540
511145.b4287 511145.b0197 0 540 0 540
511145.b4287 511145.b2211 0 540 0 540
511145.b4287 511145.b2200 0 540 0 540
511145.b4287 511145.b0066 0 540 0 540
511145.b4287 511145.b4032 0 540 0 540
511145.b4287 511145.b1485 0 540 0 540
511145.b4287 511145.b3454 0 540 0 540
511145.b4287 511145.b2201 0 540 0 540
511145.b4287 511145.b0068 0 540 0 540
511145.b4287 511145.b1126 0 540 0 540
511145.b4287 511145.b1312 0 540 0 540
511145.b4287 511145.b3486 0 360 0 360
511145.b4287 511145.b4227 0 540 0 540
511145.b4287 511145.b0861 0 540 0 540
511145.b4287 511145.b4289 361 900 310 952
511145.b4287 511145.b0764 0 540 0 540
511145.b4287 511145.b3544 0 540 0 540
511145.b4287 511145.b3568 0 540 0 540
511145.b4287 511145.b0652 0 540 0 540
511145.b4287 511145.b1754 0 540 0 540
511145.b4287 511145.b4087 0 540 0 540
511145.b4287 511145.b0365 0 540 0 540
511145.b4287 511145.b3725 0 540 0 540
511145.b4287 511145.b2546 0 540 0 540
511145.b4287 511145.b0760 0 540 0 540
511145.b4287 511145.b1294 0 540 0 540
511145.b4287 511145.b0933 0 540 0 540
511145.b4287 511145.b0864 0 540 0 540
511145.b4287 511145.b4231 0 540 0 540
511145.b4287 511145.b1513 0 540 0 540
511145.b4287 511145.b3270 0 540 0 540
511145.b4287 511145.b0830 0 540 0 540
511145.b4287 511145.b3542 0 540 0 540
511145.b4287 511145.b0589 0 540 0 540
511145.b4287 511145.b0199 0 540 0 540
511145.b4287 511145.b3917 0 540 0 540
511145.b4287 511145.b3543 0 540 0 540
511145.b4287 511145.b1859 0 540 0 540
511145.b4287 511145.b4460 0 540 0 540
511145.b4287 511145.b0655 0 540 0 540
511145.b4287 511145.b3020 0 360 0 360
511145.b4287 511145.b1917 0 540 0 540
511145.b4287 511145.b1243 0 540 0 540
511145.b4287 511145.b2679 0 540 0 540
511145.b4287 511145.b2179 0 540 0 540
511145.b4287 511145.b0151 0 540 0 540
511145.b4287 511145.b3477 0 540 0 540
511145.b4287 511145.b3485 0 360 0 360
511145.b4287 511145.b0857 0 540 0 540
511145.b4287 511145.b3479 0 540 0 540
511145.b4287 511145.b2198 0 540 0 540
511145.b4287 511145.b3457 0 540 0 540
511145.b4287 511145.b2199 0 540 0 540
511145.b4287 511145.b1117 0 540 0 540
511145.b4287 511145.b0855 0 540 0 540
511145.b4287 511145.b4033 0 540 0 540
511145.b4287 511145.b2148 0 540 0 540
511145.b4287 511145.b3728 0 540 0 540
511145.b4287 511145.b2310 0 540 0 540
511145.b4287 511145.b1319 0 540 0 540
511145.b4287 511145.b3194 0 360 0 360
511145.b4287 511145.b2129 0 540 0 540
511145.b4287 511145.b1311 0 540 0 540
511145.b4287 511145.b3451 0 540 0 540
511145.b4287 511145.b0367 0 540 0 540
511145.b4287 511145.b1246 0 540 0 540
511145.b4287 511145.b3201 0 540 0 540
511145.b4287 511145.b0832 0 540 0 540
511145.b4287 511145.b2309 0 540 0 540
511145.b4287 511145.b1244 0 540 0 540
511145.b4287 511145.b4035 0 540 0 540
511145.b4287 511145.b2547 0 540 0 540
511145.b4287 511145.b2180 0 540 0 540
511145.b4287 511145.b3541 0 540 0 540
511145.b4287 511145.b0886 0 540 0 540
511145.b4287 511145.b1755 0 540 0 540
511145.b4287 511145.b3450 0 540 0 540
511145.b4287 511145.b0198 0 540 0 540
511145.b4287 511145.b3460 0 540 0 540
511145.b4287 511145.b0809 0 540 0 540
511145.b4287 511145.b0792 0 540 0 540
511145.b4287 511145.b1516 0 540 0 540
511145.b4287 511145.b1858 0 540 0 540
511145.b4287 511145.b3540 0 540 0 540
511145.b4287 511145.b0810 0 540 0 540
511145.b4287 511145.b1709 0 540 0 540
511145.b4287 511145.b0262 0 360 0 360
511145.b4287 511145.b4207 162 0 0 161
511145.b4287 511145.b3269 0 540 0 540
511145.b4287 511145.b4288 361 900 380 956
511145.b4287 511145.b2307 0 540 0 540
511145.b4287 511145.b0856 0 540 0 540
511145.b4287 511145.b0697 0 540 0 540
511145.b4287 511145.b1329 0 540 0 540
511145.b4287 511145.b0811 0 540 0 540
511145.b4287 511145.b2306 0 540 0 540
511145.b4287 511145.b0765 0 540 0 540
511145.b4287 511145.b2417 0 540 0 540
511145.b4287 511145.b0653 0 540 0 540
511145.b4287 511145.b0936 0 540 0 540
511145.b4287 511145.b1116 0 540 0 540
511145.b4287 511145.b2149 0 540 0 540
511145.b4287 511145.b3456 0 540 0 540
511145.b4287 511145.b0153 361 540 85 707
511145.b4287 511145.b3455 0 540 0 540
511145.b4287 511145.b0654 0 540 0 540
511145.b4287 511145.b1487 0 540 0 540
511145.b4287 511145.b4034 0 540 0 540
511145.b4287 511145.b0887 0 540 0 540
511145.b4287 511145.b3566 0 540 0 540
511145.b4287 511145.b4290 0 900 325 929
511145.b4287 511145.b3567 0 540 0 540
511145.b4287 511145.b0914 0 540 0 540
511145.b4287 511145.b4513 0 540 0 540
511145.b4287 511145.b0862 0 540 0 540
511145.b4287 511145.b2423 0 540 0 540
511145.b4287 511145.b0860 0 540 0 540
511145.b4287 511145.b1290 0 540 0 540
511145.b4287 511145.b0696 0 540 0 540
511145.b4287 511145.b3458 0 540 0 540
511145.b4287 511145.b3727 0 540 0 540
511145.b4287 511145.b0794 0 540 0 540
511145.b4287 511145.b3271 0 540 0 540
511145.b4287 511145.b1292 0 540 0 540
511145.b4287 511145.b4230 0 540 0 540
511145.b4287 511145.b2422 0 540 0 540
511145.b4287 511145.b2308 0 540 0 540
511145.b4287 511145.b2128 0 540 0 540
511145.b4287 511145.b1920 0 540 0 540
511145.b4287 511145.b2130 0 540 0 540
511145.b4287 511145.b0067 0 540 0 540
511145.b4287 511145.b1125 0 540 0 540
511145.b4287 511145.b0128 0 360 0 360
511145.b4287 511145.b0152 282 540 0 655
511145.b4287 511145.b1443 0 540 0 540
511145.b4287 511145.b0588 0 540 0 540
511145.b4287 511145.b2548 0 540 0 540
511145.b4288 511145.b1125 0 540 0 540
511145.b4288 511145.b2130 0 540 0 540
511145.b4288 511145.b0067 0 540 0 540
511145.b4288 511145.b2128 0 540 0 540
511145.b4288 511145.b1920 0 540 0 540
511145.b4288 511145.b2548 0 540 0 540
511145.b4288 511145.b0588 361 540 85 707
511145.b4288 511145.b0128 0 360 0 360
511145.b4288 511145.b1443 0 540 0 540
511145.b4288 511145.b0152 381 540 117 726
511145.b4288 511145.b0860 0 540 0 540
511145.b4288 511145.b0914 0 540 0 540
511145.b4288 511145.b4513 0 540 0 540
511145.b4288 511145.b0862 0 540 0 540
511145.b4288 511145.b2423 0 540 0 540
511145.b4288 511145.b3567 0 540 0 540
511145.b4288 511145.b2308 0 540 0 540
511145.b4288 511145.b0794 0 540 0 540
511145.b4288 511145.b3271 0 540 0 540
511145.b4288 511145.b2422 0 540 0 540
511145.b4288 511145.b1292 0 540 0 540
511145.b4288 511145.b4230 0 540 0 540
511145.b4288 511145.b3727 0 540 0 540
511145.b4288 511145.b1290 0 540 0 540
511145.b4288 511145.b0696 0 540 0 540
511145.b4288 511145.b3458 0 540 0 540
511145.b4288 511145.b1116 0 540 0 540
511145.b4288 511145.b0936 0 540 0 540
511145.b4288 511145.b2149 0 540 0 540
511145.b4288 511145.b0653 0 540 0 540
511145.b4288 511145.b2417 0 540 0 540
511145.b4288 511145.b0887 0 540 0 540
511145.b4288 511145.b4290 0 900 310 928
511145.b4288 511145.b3566 0 540 0 540
511145.b4288 511145.b1487 0 540 0 540
511145.b4288 511145.b4034 0 540 0 540
511145.b4288 511145.b3455 0 540 0 540
511145.b4288 511145.b0654 0 540 0 540
511145.b4288 511145.b3456 0 540 0 540
511145.b4288 511145.b0153 0 540 0 540
511145.b4288 511145.b3269 0 540 0 540
511145.b4288 511145.b2307 0 540 0 540
511145.b4288 511145.b0810 0 540 0 540
511145.b4288 511145.b1709 0 540 0 540
511145.b4288 511145.b0262 0 360 0 360
511145.b4288 511145.b3540 0 540 0 540
511145.b4288 511145.b1858 0 540 0 540
511145.b4288 511145.b1516 0 540 0 540
511145.b4288 511145.b2306 0 540 0 540
511145.b4288 511145.b0765 0 540 0 540
511145.b4288 511145.b0811 0 540 0 540
511145.b4288 511145.b0856 0 540 0 540
511145.b4288 511145.b0697 0 540 0 540
511145.b4288 511145.b1329 0 540 0 540
511145.b4288 511145.b0198 0 540 0 540
511145.b4288 511145.b3450 0 540 0 540
511145.b4288 511145.b0886 0 540 0 540
511145.b4288 511145.b1755 0 540 0 540
511145.b4288 511145.b0792 0 540 0 540
511145.b4288 511145.b0809 0 540 0 540
511145.b4288 511145.b3460 0 540 0 540
511145.b4288 511145.b4035 0 540 0 540
511145.b4288 511145.b1244 0 540 0 540
511145.b4288 511145.b3201 0 540 0 540
511145.b4288 511145.b0832 0 540 0 540
511145.b4288 511145.b2309 0 540 0 540
511145.b4288 511145.b2180 0 540 0 540
511145.b4288 511145.b3541 0 540 0 540
511145.b4288 511145.b2547 0 540 0 540
511145.b4288 511145.b1319 0 540 0 540
511145.b4288 511145.b2310 0 540 0 540
511145.b4288 511145.b3728 0 540 0 540
511145.b4288 511145.b4033 0 540 0 540
511145.b4288 511145.b2148 0 540 0 540
511145.b4288 511145.b0855 0 540 0 540
511145.b4288 511145.b0367 0 540 0 540
511145.b4288 511145.b1246 0 540 0 540
511145.b4288 511145.b3451 0 540 0 540
511145.b4288 511145.b3194 0 360 0 360
511145.b4288 511145.b2129 0 540 0 540
511145.b4288 511145.b1311 0 540 0 540
511145.b4288 511145.b0857 0 540 0 540
511145.b4288 511145.b3479 0 540 0 540
511145.b4288 511145.b3477 0 540 0 540
511145.b4288 511145.b3485 0 360 0 360
511145.b4288 511145.b0151 361 540 85 707
511145.b4288 511145.b2199 0 540 0 540
511145.b4288 511145.b1117 0 540 0 540
511145.b4288 511145.b3457 0 540 0 540
511145.b4288 511145.b2198 0 540 0 540
511145.b4288 511145.b3270 0 540 0 540
511145.b4288 511145.b0830 0 540 0 540
511145.b4288 511145.b3542 0 540 0 540
511145.b4288 511145.b1513 0 540 0 540
511145.b4288 511145.b4231 0 540 0 540
511145.b4288 511145.b0864 0 540 0 540
511145.b4288 511145.b0933 0 540 0 540
511145.b4288 511145.b2179 0 540 0 540
511145.b4288 511145.b2679 0 540 0 540
511145.b4288 511145.b3020 0 360 0 360
511145.b4288 511145.b1917 0 540 0 540
511145.b4288 511145.b1243 0 540 0 540
511145.b4288 511145.b1859 0 540 0 540
511145.b4288 511145.b3543 0 540 0 540
511145.b4288 511145.b4460 0 540 0 540
511145.b4288 511145.b0655 0 540 0 540
511145.b4288 511145.b0589 0 540 68 552
511145.b4288 511145.b3917 0 540 0 540
511145.b4288 511145.b0199 0 540 0 540
511145.b4288 511145.b0764 0 540 0 540
511145.b4288 511145.b3568 0 540 0 540
511145.b4288 511145.b3544 0 540 0 540
511145.b4288 511145.b4289 0 900 201 916
511145.b4288 511145.b1312 0 540 0 540
511145.b4288 511145.b3486 0 360 0 360
511145.b4288 511145.b0861 0 540 0 540
511145.b4288 511145.b4227 0 540 0 540
511145.b4288 511145.b1126 0 540 0 540
511145.b4288 511145.b0760 0 540 0 540
511145.b4288 511145.b1294 0 540 0 540
511145.b4288 511145.b0365 0 540 0 540
511145.b4288 511145.b3725 0 540 0 540
511145.b4288 511145.b2546 0 540 0 540
511145.b4288 511145.b4087 0 540 0 540
511145.b4288 511145.b1754 0 540 0 540
511145.b4288 511145.b0652 0 540 0 540
511145.b4288 511145.b2211 0 540 0 540
511145.b4288 511145.b2200 0 540 0 540
511145.b4288 511145.b0197 0 540 0 540
511145.b4288 511145.b4291 0 0 278 278
511145.b4288 511145.b2177 0 540 0 540
511145.b4288 511145.b0366 0 540 0 540
511145.b4288 511145.b1124 0 540 0 540
511145.b4288 511145.b1485 0 540 0 540
511145.b4288 511145.b0068 0 540 0 540
511145.b4288 511145.b3454 0 540 0 540
511145.b4288 511145.b2201 0 540 0 540
511145.b4288 511145.b0066 0 540 0 540
511145.b4288 511145.b4032 0 540 0 540
511145.b4288 511145.b1918 0 540 0 540
511145.b4288 511145.b2677 0 540 0 540
511145.b4288 511145.b1441 0 540 0 540
511145.b4288 511145.b0590 0 540 0 540
511145.b4288 511145.b2150 0 540 0 540
511145.b4288 511145.b1293 0 540 0 540
511145.b4288 511145.b3749 0 540 0 540
511145.b4288 511145.b1486 0 540 0 540
511145.b4288 511145.b3480 0 540 0 540
511145.b4288 511145.b1901 0 540 0 540
511145.b4288 511145.b4485 0 540 0 540
511145.b4288 511145.b2197 0 540 0 540
511145.b4288 511145.b2131 0 540 0 540
511145.b4288 511145.b1118 0 540 0 540
511145.b4288 511145.b3726 0 540 0 540
511145.b4288 511145.b1440 0 540 0 540
511145.b4288 511145.b0829 0 540 0 540
511145.b4288 511145.b1756 0 540 0 540
511145.b4288 511145.b3750 0 540 0 540
511145.b4288 511145.b0831 0 540 0 540
511145.b4288 511145.b2424 0 540 0 540
511145.b4288 511145.b4086 0 540 0 540
511145.b4288 511145.b0698 0 540 0 540
511145.b4288 511145.b4105 0 360 0 360
511145.b4288 511145.b0158 366 540 99 714
511145.b4288 511145.b0934 0 540 0 540
511145.b4288 511145.b1483 0 540 0 540
511145.b4288 511145.b0863 0 540 0 540
511145.b4288 511145.b2425 0 540 0 540
511145.b4288 511145.b1515 0 540 0 540
511145.b4288 511145.b1245 0 540 0 540
511145.b4288 511145.b4088 0 540 0 540
511145.b4288 511145.b1291 0 540 0 540
511145.b4288 511145.b3452 0 540 0 540
511145.b4288 511145.b0854 0 540 0 540
511145.b4288 511145.b3476 0 540 0 540
511145.b4288 511145.b2178 0 540 0 540
511145.b4288 511145.b3453 0 540 0 540
511145.b4288 511145.b1514 0 540 0 540
511145.b4288 511145.b3478 0 540 0 540
511145.b4288 511145.b4261 0 540 0 540
511145.b4288 511145.b1711 0 540 0 540
511145.b4288 511145.b1857 0 540 0 540
511145.b4288 511145.b4287 361 900 380 956
511145.b4288 511145.b1247 0 540 0 540
511145.b4288 511145.b1900 0 540 0 540
511145.b4288 511145.b1310 0 540 0 540
511145.b4288 511145.b0592 0 540 0 540
511145.b4288 511145.b0793 0 540 0 540
511145.b4288 511145.b1484 0 540 0 540
511145.b4288 511145.b4262 0 540 0 540
511145.b4288 511145.b4292 0 0 214 214
511145.b4288 511145.b0763 0 540 0 540
511145.b4288 511145.b2678 0 540 0 540
511145.b4288 511145.b1442 0 540 0 540
511145.b4288 511145.b3751 0 540 0 540
511145.b4289 511145.b3270 0 540 0 540
511145.b4289 511145.b3542 0 540 0 540
511145.b4289 511145.b0830 0 540 0 540
511145.b4289 511145.b4231 0 540 0 540
511145.b4289 511145.b0864 0 540 0 540
511145.b4289 511145.b1513 0 540 0 540
511145.b4289 511145.b0933 0 540 0 540
511145.b4289 511145.b2179 0 540 0 540
511145.b4289 511145.b2679 0 540 0 540
511145.b4289 511145.b3020 0 360 0 360
511145.b4289 511145.b1917 0 540 0 540
511145.b4289 511145.b1243 0 540 0 540
511145.b4289 511145.b3543 0 540 0 540
511145.b4289 511145.b1859 0 540 0 540
511145.b4289 511145.b0655 0 540 0 540
511145.b4289 511145.b4460 0 540 0 540
511145.b4289 511145.b0589 0 540 68 552
511145.b4289 511145.b3917 0 540 0 540
511145.b4289 511145.b0199 0 540 0 540
511145.b4289 511145.b3568 0 540 0 540
511145.b4289 511145.b0764 0 540 0 540
511145.b4289 511145.b3544 0 540 0 540
511145.b4289 511145.b1312 0 540 0 540
511145.b4289 511145.b3486 0 360 0 360
511145.b4289 511145.b0861 0 540 0 540
511145.b4289 511145.b4227 0 540 0 540
511145.b4289 511145.b1126 0 540 0 540
511145.b4289 511145.b0760 0 540 0 540
511145.b4289 511145.b1294 0 540 0 540
511145.b4289 511145.b3725 0 540 0 540
511145.b4289 511145.b0365 0 540 0 540
511145.b4289 511145.b2546 0 540 0 540
511145.b4289 511145.b1754 0 540 0 540
511145.b4289 511145.b4087 0 540 0 540
511145.b4289 511145.b0652 0 540 0 540
511145.b4289 511145.b2211 0 540 0 540
511145.b4289 511145.b2200 0 540 0 540
511145.b4289 511145.b0197 0 540 0 540
511145.b4289 511145.b4291 0 0 269 269
511145.b4289 511145.b2177 0 540 0 540
511145.b4289 511145.b0366 0 540 0 540
511145.b4289 511145.b1124 0 540 0 540
511145.b4289 511145.b3454 0 540 0 540
511145.b4289 511145.b0068 0 540 0 540
511145.b4289 511145.b1485 0 540 0 540
511145.b4289 511145.b2201 0 540 0 540
511145.b4289 511145.b0066 0 540 0 540
511145.b4289 511145.b4032 0 540 0 540
511145.b4289 511145.b2677 0 540 0 540
511145.b4289 511145.b1918 0 540 0 540
511145.b4289 511145.b1441 0 540 0 540
511145.b4289 511145.b2150 0 540 0 540
511145.b4289 511145.b0590 0 540 0 540
511145.b4289 511145.b1293 0 540 0 540
511145.b4289 511145.b3749 0 540 0 540
511145.b4289 511145.b1486 0 540 0 540
511145.b4289 511145.b3480 0 540 0 540
511145.b4289 511145.b1901 0 540 0 540
511145.b4289 511145.b4485 0 540 0 540
511145.b4289 511145.b2197 0 540 0 540
511145.b4289 511145.b2131 0 540 0 540
511145.b4289 511145.b1118 0 540 0 540
511145.b4289 511145.b3726 0 540 0 540
511145.b4289 511145.b1440 0 540 0 540
511145.b4289 511145.b1756 0 540 0 540
511145.b4289 511145.b0829 0 540 0 540
511145.b4289 511145.b3750 0 540 0 540
511145.b4289 511145.b0831 0 540 0 540
511145.b4289 511145.b2424 0 540 0 540
511145.b4289 511145.b0698 0 540 0 540
511145.b4289 511145.b4086 0 540 0 540
511145.b4289 511145.b4105 0 360 0 360
511145.b4289 511145.b0158 366 540 99 714
511145.b4289 511145.b0934 0 540 0 540
511145.b4289 511145.b1483 0 540 0 540
511145.b4289 511145.b0863 0 540 0 540
511145.b4289 511145.b2425 0 540 0 540
511145.b4289 511145.b1515 0 540 0 540
511145.b4289 511145.b1245 0 540 0 540
511145.b4289 511145.b4088 0 540 0 540
511145.b4289 511145.b3452 0 540 0 540
511145.b4289 511145.b1291 0 540 0 540
511145.b4289 511145.b0854 0 540 0 540
511145.b4289 511145.b3476 0 540 0 540
511145.b4289 511145.b2178 0 540 0 540
511145.b4289 511145.b3453 0 540 0 540
511145.b4289 511145.b1514 0 540 0 540
511145.b4289 511145.b3478 0 540 0 540
511145.b4289 511145.b4261 0 540 0 540
511145.b4289 511145.b1711 0 540 0 540
511145.b4289 511145.b1857 0 540 0 540
511145.b4289 511145.b4287 361 900 310 952
511145.b4289 511145.b1247 0 540 0 540
511145.b4289 511145.b1900 0 540 0 540
511145.b4289 511145.b1310 0 540 0 540
511145.b4289 511145.b0592 0 540 0 540
511145.b4289 511145.b1484 0 540 0 540
511145.b4289 511145.b0793 0 540 0 540
511145.b4289 511145.b4262 0 540 0 540
511145.b4289 511145.b4292 0 0 157 156
511145.b4289 511145.b0763 0 540 0 540
511145.b4289 511145.b2678 0 540 0 540
511145.b4289 511145.b1442 0 540 0 540
511145.b4289 511145.b3751 0 540 0 540
511145.b4289 511145.b1125 0 540 0 540
511145.b4289 511145.b2130 0 540 0 540
511145.b4289 511145.b0067 0 540 0 540
511145.b4289 511145.b2128 0 540 0 540
511145.b4289 511145.b1920 0 540 0 540
511145.b4289 511145.b0588 361 540 85 707
511145.b4289 511145.b2548 0 540 0 540
511145.b4289 511145.b0128 0 360 0 360
511145.b4289 511145.b0152 381 540 117 726
511145.b4289 511145.b1443 0 540 0 540
511145.b4289 511145.b0860 0 540 0 540
511145.b4289 511145.b4513 0 540 0 540
511145.b4289 511145.b0914 0 540 0 540
511145.b4289 511145.b0862 0 540 0 540
511145.b4289 511145.b2423 0 540 0 540
511145.b4289 511145.b3567 0 540 0 540
511145.b4289 511145.b2308 0 540 0 540
511145.b4289 511145.b0794 0 540 0 540
511145.b4289 511145.b3271 0 540 0 540
511145.b4289 511145.b2422 0 540 0 540
511145.b4289 511145.b4230 0 540 0 540
511145.b4289 511145.b1292 0 540 0 540
511145.b4289 511145.b3727 0 540 0 540
511145.b4289 511145.b1290 0 540 0 540
511145.b4289 511145.b0696 0 540 0 540
511145.b4289 511145.b3458 0 540 0 540
511145.b4289 511145.b1116 0 540 0 540
511145.b4289 511145.b0936 0 540 0 540
511145.b4289 511145.b2149 0 540 0 540
511145.b4289 511145.b0653 0 540 0 540
511145.b4289 511145.b2417 0 540 0 540
511145.b4289 511145.b3566 0 540 0 540
511145.b4289 511145.b0887 0 540 0 540
511145.b4289 511145.b4290 0 900 161 912
511145.b4289 511145.b1487 0 540 0 540
511145.b4289 511145.b4034 0 540 0 540
511145.b4289 511145.b0654 0 540 0 540
511145.b4289 511145.b3455 0 540 0 540
511145.b4289 511145.b0153 0 540 0 540
511145.b4289 511145.b3456 0 540 0 540
511145.b4289 511145.b3269 0 540 0 540
511145.b4289 511145.b4288 0 900 201 916
511145.b4289 511145.b2307 0 540 0 540
511145.b4289 511145.b0810 0 540 0 540
511145.b4289 511145.b0262 0 360 0 360
511145.b4289 511145.b1709 0 540 0 540
511145.b4289 511145.b3540 0 540 0 540
511145.b4289 511145.b1858 0 540 0 540
511145.b4289 511145.b1516 0 540 0 540
511145.b4289 511145.b2306 0 540 0 540
511145.b4289 511145.b0765 0 540 0 540
511145.b4289 511145.b0811 0 540 0 540
511145.b4289 511145.b0856 0 540 0 540
511145.b4289 511145.b1329 0 540 0 540
511145.b4289 511145.b0697 0 540 0 540
511145.b4289 511145.b0198 0 540 0 540
511145.b4289 511145.b3450 0 540 0 540
511145.b4289 511145.b0886 0 540 0 540
511145.b4289 511145.b1755 0 540 0 540
511145.b4289 511145.b0792 0 540 0 540
511145.b4289 511145.b0809 0 540 0 540
511145.b4289 511145.b3460 0 540 0 540
511145.b4289 511145.b4035 0 540 0 540
511145.b4289 511145.b1244 0 540 0 540
511145.b4289 511145.b3201 0 540 0 540
511145.b4289 511145.b0832 0 540 0 540
511145.b4289 511145.b2309 0 540 0 540
511145.b4289 511145.b2180 0 540 0 540
511145.b4289 511145.b3541 0 540 0 540
511145.b4289 511145.b2547 0 540 0 540
511145.b4289 511145.b1319 0 540 0 540
511145.b4289 511145.b2310 0 540 0 540
511145.b4289 511145.b3728 0 540 0 540
511145.b4289 511145.b4033 0 540 0 540
511145.b4289 511145.b2148 0 540 0 540
511145.b4289 511145.b0855 0 540 0 540
511145.b4289 511145.b1246 0 540 0 540
511145.b4289 511145.b0367 0 540 0 540
511145.b4289 511145.b3451 0 540 0 540
511145.b4289 511145.b3194 0 360 0 360
511145.b4289 511145.b2129 0 540 0 540
511145.b4289 511145.b1311 0 540 0 540
511145.b4289 511145.b0857 0 540 0 540
511145.b4289 511145.b3479 0 540 0 540
511145.b4289 511145.b3477 0 540 0 540
511145.b4289 511145.b3485 0 360 0 360
511145.b4289 511145.b0151 361 540 85 707
511145.b4289 511145.b2199 0 540 0 540
511145.b4289 511145.b1117 0 540 0 540
511145.b4289 511145.b3457 0 540 0 540
511145.b4289 511145.b2198 0 540 0 540
511145.b4290 511145.b0792 0 540 0 540
511145.b4290 511145.b1501 171 0 0 171
511145.b4290 511145.b3386 0 0 432 432
511145.b4290 511145.b3460 0 540 0 540
511145.b4290 511145.b0809 0 540 0 540
511145.b4290 511145.b0198 0 540 0 540
511145.b4290 511145.b3450 0 540 0 540
511145.b4290 511145.b1755 0 540 0 540
511145.b4290 511145.b0886 0 540 0 540
511145.b4290 511145.b3541 0 540 0 540
511145.b4290 511145.b2180 0 540 0 540
511145.b4290 511145.b2547 0 540 0 540
511145.b4290 511145.b4035 0 540 0 540
511145.b4290 511145.b1244 0 540 0 540
511145.b4290 511145.b0832 0 540 0 540
511145.b4290 511145.b2309 0 540 0 540
511145.b4290 511145.b3201 0 540 0 540
511145.b4290 511145.b0367 0 540 0 540
