protein1 protein2 experimental database textmining combined_score
511145.b0990 511145.b1927 175 0 0 175
511145.b0992 511145.b2281 163 0 92 207
511145.b0992 511145.b2208 196 0 0 196
511145.b0992 511145.b0484 0 0 313 313
511145.b0992 511145.b2720 163 0 92 207
511145.b0992 511145.b2878 196 0 0 196
511145.b0992 511145.b2207 0 0 154 153
511145.b0992 511145.b2562 163 0 92 207
511145.b0992 511145.b1378 163 0 315 402
511145.b0992 511145.b2488 163 0 92 207
511145.b0993 511145.b2078 150 0 213 302
511145.b0993 511145.b0570 150 0 213 302
511145.b0993 511145.b2275 73 0 137 165
511145.b0993 511145.b0776 0 0 314 313
511145.b0993 511145.b4355 77 0 170 201
511145.b0993 511145.b3868 50 0 308 314
511145.b0993 511145.b2548 513 0 50 517
511145.b0993 511145.b1393 555 0 67 567
511145.b0993 511145.b2522 73 0 139 167
511145.b0993 511145.b3997 0 0 281 281
511145.b0993 511145.b4004 50 0 308 314
511145.b0993 511145.b1687 70 0 206 230
511145.b0993 511145.b3026 282 0 0 282
511145.b0993 511145.b3340 127 0 113 192
511145.b0993 511145.b1207 148 0 213 300
511145.b0993 511145.b1886 77 0 170 201
511145.b0993 511145.b2067 248 0 328 473
511145.b0993 511145.b3210 802 0 383 872
511145.b0993 511145.b4003 282 0 102 327
511145.b0993 511145.b1129 282 0 0 282
511145.b0993 511145.b3617 0 0 314 313
511145.b0993 511145.b2919 555 0 67 567
511145.b0993 511145.b3846 555 0 140 600
511145.b0993 511145.b2620 72 0 140 167
511145.b0993 511145.b1888 0 0 238 237
511145.b0993 511145.b3404 282 0 0 282
511145.b0993 511145.b4143 151 0 294 374
511145.b0993 511145.b2150 513 0 50 517
511145.b0993 511145.b1285 248 0 348 488
511145.b0993 511145.b2556 282 0 0 282
511145.b0993 511145.b4063 174 0 0 173
511145.b0993 511145.b2370 802 0 0 802
511145.b0993 511145.b2069 42 88 138 181
511145.b0993 511145.b1626 68 0 313 332
511145.b0993 511145.b4399 282 0 0 282
511145.b0993 511145.b1883 118 0 316 370
511145.b0993 511145.b0646 73 0 139 167
511145.b0993 511145.b2554 50 0 308 314
511145.b0993 511145.b1162 174 0 0 173
511145.b0993 511145.b1885 77 0 170 201
511145.b0993 511145.b1299 0 0 307 307
511145.b0993 511145.b3751 513 0 50 517
511145.b0993 511145.b1884 0 0 315 315
511145.b0993 511145.b0994 513 0 544 768
511145.b0993 511145.b1421 77 0 170 201
511145.b0993 511145.b1609 282 0 0 282
511145.b0993 511145.b2127 174 0 0 173
511145.b0993 511145.b4219 0 0 300 300
511145.b0993 511145.b1887 150 0 314 391
511145.b0993 511145.b0078 160 0 0 159
511145.b0993 511145.b3532 73 0 139 167
511145.b0993 511145.b2218 620 0 0 620
511145.b0993 511145.b1015 0 0 314 313
511145.b0993 511145.b0014 42 88 138 181
511145.b0993 511145.b1939 0 0 310 309
511145.b0993 511145.b1516 513 0 50 517
511145.b0993 511145.b4025 153 0 0 152
511145.b0993 511145.b1968 75 0 314 338
511145.b0993 511145.b0036 555 0 67 567
511145.b0993 511145.b0650 42 88 138 181
511145.b0993 511145.b2274 73 0 139 167
511145.b0993 511145.b1489 248 0 318 465
511145.b0993 511145.b2584 69 0 298 318
511145.b0993 511145.b2526 42 88 138 181
511145.b0993 511145.b0695 75 0 314 338
511145.b0993 511145.b3670 160 0 0 159
511145.b0993 511145.b2851 73 0 139 167
511145.b0993 511145.b0487 174 0 0 173
511145.b0993 511145.b3072 469 0 318 622
511145.b0993 511145.b2341 555 0 140 600
511145.b0993 511145.b0996 549 0 0 549
511145.b0993 511145.b3911 282 0 0 282
511145.b0993 511145.b3292 174 0 0 173
511145.b0993 511145.b2220 50 0 308 314
511145.b0993 511145.b1394 555 0 67 567
511145.b0993 511145.b1938 0 0 281 281
511145.b0993 511145.b0995 485 0 420 688
511145.b0993 511145.b2786 793 0 0 793
511145.b0993 511145.b1901 513 0 50 517
511145.b0993 511145.b0649 73 0 139 167
511145.b0993 511145.b0779 0 0 292 292
511145.b0993 511145.b1889 0 0 314 313
511145.b0993 511145.b4112 282 0 0 282
511145.b0993 511145.b3178 69 0 204 227
511145.b0993 511145.b4227 513 0 50 517
511145.b0993 511145.b2836 0 0 212 212
511145.b0993 511145.b1341 248 0 315 462
511145.b0993 511145.b3405 91 0 110 156
511145.b0993 511145.b0727 240 0 0 239
511145.b0993 511145.b2216 662 0 313 757
511145.b0993 511145.b1130 91 0 107 153
511145.b0993 511145.b0400 150 0 213 302
511145.b0993 511145.b4088 513 0 50 517
511145.b0993 511145.b0473 76 122 0 154
511145.b0993 511145.b0115 240 0 0 239
511145.b0994 511145.b2218 513 0 50 517
511145.b0994 511145.b4399 210 0 0 210
511145.b0994 511145.b3404 210 0 0 210
511145.b0994 511145.b1235 241 0 0 240
511145.b0994 511145.b2786 513 0 139 562
511145.b0994 511145.b2216 210 0 0 210
511145.b0994 511145.b3210 513 0 128 557
511145.b0994 511145.b4112 210 0 0 210
511145.b0994 511145.b0993 513 0 544 768
511145.b0994 511145.b2556 210 0 63 228
511145.b0994 511145.b3911 210 0 0 210
511145.b0994 511145.b1609 210 0 0 210
511145.b0994 511145.b1129 210 0 0 210
511145.b0994 511145.b4003 210 0 0 210
511145.b0994 511145.b1882 241 0 0 240
511145.b0994 511145.b3026 210 0 63 228
511145.b0994 511145.b2370 513 0 111 548
511145.b0995 511145.b2488 192 0 0 192
511145.b0995 511145.b2370 91 0 139 183
511145.b0995 511145.b2277 208 0 0 208
511145.b0995 511145.b2288 257 0 0 256
511145.b0995 511145.b2285 208 0 0 208
511145.b0995 511145.b1794 74 0 133 162
511145.b0995 511145.b1489 74 0 136 165
511145.b0995 511145.b2562 192 0 0 192
511145.b0995 511145.b2276 208 0 0 208
511145.b0995 511145.b2284 208 0 0 208
511145.b0995 511145.b2278 182 0 0 181
511145.b0995 511145.b2720 192 0 0 192
511145.b0995 511145.b2484 182 0 0 181
511145.b0995 511145.b2282 208 0 0 208
511145.b0995 511145.b2786 91 0 165 208
511145.b0995 511145.b0993 485 0 420 688
511145.b0995 511145.b2281 192 0 0 192
511145.b0995 511145.b2286 610 0 0 610
511145.b0995 511145.b1378 192 0 0 192
511145.b0995 511145.b0694 0 0 329 329
511145.b0995 511145.b2283 257 0 0 256
511145.b0995 511145.b2287 257 0 0 256
511145.b0995 511145.b2279 208 0 0 208
511145.b0995 511145.b4501 0 0 338 338
511145.b0995 511145.b2067 74 0 142 171
511145.b0995 511145.b3072 142 0 105 199
511145.b0995 511145.b2280 257 0 0 256
511145.b0995 511145.b3210 151 0 144 242
511145.b0996 511145.b0182 170 0 0 169
511145.b0996 511145.b0997 570 900 355 969
511145.b0996 511145.b0998 0 900 137 910
511145.b0996 511145.b0957 318 0 135 384
511145.b0996 511145.b4071 283 0 105 330
511145.b0996 511145.b1872 0 900 318 928
511145.b0996 511145.b0993 549 0 0 549
511145.b0996 511145.b0814 318 0 65 335
511145.b0996 511145.b1873 0 900 0 900
511145.b0996 511145.b4070 454 0 139 509
511145.b0997 511145.b3212 222 0 0 222
511145.b0997 511145.b1872 0 900 0 900
511145.b0997 511145.b1467 195 0 0 195
511145.b0997 511145.b0895 215 0 43 216
511145.b0997 511145.b1475 215 0 400 509
511145.b0997 511145.b1671 215 0 43 216
511145.b0997 511145.b0998 576 900 437 974
511145.b0997 511145.b1674 215 0 43 216
511145.b0997 511145.b1591 457 0 0 457
511145.b0997 511145.b2995 392 0 105 432
511145.b0997 511145.b2205 213 0 0 213
511145.b0997 511145.b2996 215 0 43 216
511145.b0997 511145.b1873 0 900 296 926
511145.b0997 511145.b2203 260 0 89 297
511145.b0997 511145.b3980 277 0 0 277
511145.b0997 511145.b1589 215 0 43 216
511145.b0997 511145.b4072 215 0 43 216
511145.b0997 511145.b0439 549 0 0 549
511145.b0997 511145.b3893 215 0 43 216
511145.b0997 511145.b0996 570 900 355 969
511145.b0997 511145.b3339 277 0 0 277
511145.b0997 511145.b1225 195 0 0 195
511145.b0998 511145.b1872 0 900 102 906
511145.b0998 511145.b0996 0 900 137 910
511145.b0998 511145.b2513 277 0 0 277
511145.b0998 511145.b0997 576 900 437 974
511145.b0998 511145.b3680 277 0 0 277
511145.b0998 511145.b1873 0 900 137 910
511145.b0998 511145.b4528 156 0 0 155
511145.b0999 511145.b0484 0 0 297 297
511145.b0999 511145.b3870 222 0 0 222
511145.b0999 511145.b4167 151 0 0 150
511145.b0999 511145.b1000 516 0 65 528
511145.b0999 511145.b1297 222 0 0 222
511145.b0999 511145.b2370 232 0 0 231
511145.b0999 511145.b1559 276 0 65 294
511145.b0999 511145.b0015 460 0 329 622
511145.b1000 511145.b2284 279 0 0 279
511145.b1000 511145.b4143 74 0 214 241
511145.b1000 511145.b4183 184 0 0 183
511145.b1000 511145.b0179 303 0 0 303
511145.b1000 511145.b0476 199 0 0 199
511145.b1000 511145.b3527 282 0 0 282
511145.b1000 511145.b2195 357 0 138 422
511145.b1000 511145.b3137 218 0 0 218
511145.b1000 511145.b3783 86 0 136 176
511145.b1000 511145.b2542 177 0 0 177
511145.b1000 511145.b0180 433 0 0 433
511145.b1000 511145.b0646 206 0 63 224
511145.b1000 511145.b1162 276 0 93 315
511145.b1000 511145.b3752 184 0 0 183
511145.b1000 511145.b3305 500 0 0 499
511145.b1000 511145.b3231 480 0 0 480
511145.b1000 511145.b3927 243 0 0 242
511145.b1000 511145.b1276 283 0 64 300
511145.b1000 511145.b2127 276 0 93 315
511145.b1000 511145.b4309 199 0 0 199
511145.b1000 511145.b2668 206 0 0 206
511145.b1000 511145.b3637 457 0 0 457
511145.b1000 511145.b3611 206 0 0 206
511145.b1000 511145.b3636 488 0 0 487
511145.b1000 511145.b3301 480 0 0 480
511145.b1000 511145.b1771 212 0 0 212
511145.b1000 511145.b3230 458 0 0 457
511145.b1000 511145.b1393 256 0 0 256
511145.b1000 511145.b3425 206 0 0 206
511145.b1000 511145.b3344 161 0 0 161
511145.b1000 511145.b2072 371 0 0 371
511145.b1000 511145.b3309 488 0 0 487
511145.b1000 511145.b3908 457 0 0 457
511145.b1000 511145.b1207 459 0 0 458
511145.b1000 511145.b1773 218 0 0 218
511145.b1000 511145.b3341 472 0 0 472
511145.b1000 511145.b1718 157 0 0 156
511145.b1000 511145.b1701 279 0 0 279
511145.b1000 511145.b2260 279 0 0 279
511145.b1000 511145.b2745 464 0 0 463
511145.b1000 511145.b3185 457 0 0 457
511145.b1000 511145.b3294 484 0 0 483
511145.b1000 511145.b2562 246 0 0 245
511145.b1000 511145.b2720 246 0 0 245
511145.b1000 511145.b0649 206 0 63 224
511145.b1000 511145.b2786 168 80 0 201
511145.b1000 511145.b3317 476 0 0 475
511145.b1000 511145.b3299 301 0 0 301
511145.b1000 511145.b3311 465 0 0 465
511145.b1000 511145.b3319 422 0 0 421
511145.b1000 511145.b1413 158 0 66 179
511145.b1000 511145.b3178 165 0 0 165
511145.b1000 511145.b0037 279 0 0 279
511145.b1000 511145.b2836 282 0 0 282
511145.b1000 511145.b3300 0 0 158 157
511145.b1000 511145.b2592 138 0 150 235
511145.b1000 511145.b3165 415 0 0 414
511145.b1000 511145.b3001 212 0 0 212
511145.b1000 511145.b0177 75 58 103 150
511145.b1000 511145.b2791 283 0 0 282
511145.b1000 511145.b0659 381 0 0 381
511145.b1000 511145.b3706 463 0 0 463
511145.b1000 511145.b0183 282 0 0 282
511145.b1000 511145.b3532 206 0 63 224
511145.b1000 511145.b3651 335 0 0 335
511145.b1000 511145.b3152 258 0 0 258
511145.b1000 511145.b2576 372 0 0 372
511145.b1000 511145.b3298 478 0 0 477
511145.b1000 511145.b3306 392 0 0 392
511145.b1000 511145.b3321 415 0 0 414
511145.b1000 511145.b0868 256 0 0 256
511145.b1000 511145.b0036 256 0 0 256
511145.b1000 511145.b0650 0 227 139 305
511145.b1000 511145.b3363 459 0 100 492
511145.b1000 511145.b1494 282 0 0 282
511145.b1000 511145.b2526 143 227 139 379
511145.b1000 511145.b0875 243 0 0 242
511145.b1000 511145.b3162 290 0 0 290
511145.b1000 511145.b3186 464 0 0 463
511145.b1000 511145.b2834 212 0 0 212
511145.b1000 511145.b0487 276 0 93 315
511145.b1000 511145.b2609 495 0 0 494
511145.b1000 511145.b0423 206 0 0 206
511145.b1000 511145.b2096 218 0 0 218
511145.b1000 511145.b1086 283 0 0 282
511145.b1000 511145.b4063 276 0 93 315
511145.b1000 511145.b3308 480 0 0 479
511145.b1000 511145.b2069 0 227 100 274
511145.b1000 511145.b4180 335 0 0 335
511145.b1000 511145.b2614 155 0 459 523
511145.b1000 511145.b3320 504 0 0 503
511145.b1000 511145.b2529 153 0 0 152
511145.b1000 511145.b2066 68 328 103 389
511145.b1000 511145.b3878 338 0 0 338
511145.b1000 511145.b3686 174 0 133 253
511145.b1000 511145.b1378 752 0 0 752
511145.b1000 511145.b4211 258 0 0 258
511145.b1000 511145.b2275 206 0 63 224
511145.b1000 511145.b0773 284 0 0 284
511145.b1000 511145.b2567 457 0 0 457
511145.b1000 511145.b2581 335 0 0 335
511145.b1000 511145.b0637 466 0 0 465
511145.b1000 511145.b2488 246 0 0 245
511145.b1000 511145.b0545 284 0 0 284
511145.b1000 511145.b3315 448 0 0 448
511145.b1000 511145.b2522 206 0 63 224
511145.b1000 511145.b1343 242 0 0 241
511145.b1000 511145.b3865 463 0 0 463
511145.b1000 511145.b2594 283 0 0 282
511145.b1000 511145.b2606 482 0 0 481
511145.b1000 511145.b3340 162 0 0 161
511145.b1000 511145.b2285 454 0 0 454
511145.b1000 511145.b3296 406 0 0 405
511145.b1000 511145.b0999 516 0 65 528
511145.b1000 511145.b2255 278 0 0 278
511145.b1000 511145.b0058 283 0 0 282
511145.b1000 511145.b3656 338 0 0 338
511145.b1000 511145.b3313 452 0 116 494
511145.b1000 511145.b0148 158 0 66 179
511145.b1000 511145.b3780 242 0 0 241
511145.b1000 511145.b1094 482 0 0 482
511145.b1000 511145.b0869 258 0 0 258
511145.b1000 511145.b3983 477 0 0 477
511145.b1000 511145.b2052 256 0 0 256
511145.b1000 511145.b2919 256 0 0 256
511145.b1000 511145.b3846 256 0 0 256
511145.b1000 511145.b2016 256 0 0 256
511145.b1000 511145.b3342 454 0 0 454
511145.b1000 511145.b1406 212 0 0 212
511145.b1000 511145.b0797 242 0 0 241
511145.b1000 511145.b3197 157 0 0 156
511145.b1000 511145.b0924 351 0 0 351
511145.b1000 511145.b0169 450 0 0 450
511145.b1000 511145.b3359 559 0 0 559
511145.b1000 511145.b3303 471 0 0 471
511145.b1000 511145.b3307 423 0 0 422
511145.b1000 511145.b2283 326 0 0 325
511145.b1000 511145.b1805 279 0 0 279
511145.b1000 511145.b4506 301 0 0 301
511145.b1000 511145.b0525 459 0 100 492
511145.b1000 511145.b0318 179 0 139 262
511145.b1000 511145.b0473 320 0 150 397
511145.b1000 511145.b1656 457 0 0 457
511145.b1000 511145.b2324 165 0 0 165
511145.b1000 511145.b1089 457 0 0 457
511145.b1000 511145.b0419 212 0 0 212
511145.b1000 511145.b0014 412 227 232 620
511145.b1000 511145.b0882 309 0 216 434
511145.b1000 511145.b2281 246 0 0 245
511145.b1000 511145.b2518 460 0 95 490
511145.b1000 511145.b1386 273 0 0 273
511145.b1000 511145.b2274 206 0 63 224
511145.b1000 511145.b3310 478 0 0 478
511145.b1000 511145.b3619 256 0 0 256
511145.b1000 511145.b0436 457 0 150 518
511145.b1000 511145.b2851 206 0 63 224
511145.b1000 511145.b0605 70 0 133 159
511145.b1000 511145.b3687 174 0 133 253
511145.b1000 511145.b2925 218 0 0 218
511145.b1000 511145.b3297 392 0 0 392
511145.b1000 511145.b2341 256 0 0 256
511145.b1000 511145.b0771 283 0 64 300
511145.b1000 511145.b1078 262 0 0 262
511145.b1000 511145.b3292 276 0 93 315
511145.b1000 511145.b4200 457 0 0 457
511145.b1000 511145.b1308 206 0 0 206
511145.b1000 511145.b1394 256 0 0 256
511145.b1002 511145.b3885 0 900 0 900
511145.b1004 511145.b2303 0 0 327 326
511145.b1004 511145.b4393 0 0 364 363
511145.b1004 511145.b4129 193 0 0 193
511145.b1004 511145.b4211 0 900 0 900
511145.b1007 511145.b1012 0 900 0 900
511145.b1007 511145.b2710 0 0 213 213
511145.b1008 511145.b2260 242 0 0 241
511145.b1008 511145.b1701 242 0 0 241
511145.b1008 511145.b1539 0 900 0 900
511145.b1008 511145.b0037 242 0 0 241
511145.b1008 511145.b2836 242 0 0 241
511145.b1008 511145.b1805 242 0 0 241
511145.b1009 511145.b1387 0 0 179 179
511145.b1009 511145.b1695 277 0 0 277
511145.b1009 511145.b1262 161 0 0 161
511145.b1009 511145.b0318 171 87 111 268
511145.b1009 511145.b0049 455 0 0 455
511145.b1009 511145.b3732 251 0 0 250
511145.b1009 511145.b2542 251 0 0 250
511145.b1009 511145.b3735 251 0 0 250
511145.b1009 511145.b3734 251 0 0 250
511145.b1009 511145.b0039 277 0 0 277
511145.b1009 511145.b3733 251 0 0 250
511145.b1009 511145.b0221 277 0 0 277
511145.b1009 511145.b4187 277 0 0 277
511145.b1010 511145.b0414 154 0 0 153
511145.b1012 511145.b0586 283 0 314 487
511145.b1012 511145.b1007 0 900 0 900
511145.b1013 511145.b0918 457 0 0 457
511145.b1014 511145.b3781 457 0 0 457
511145.b1014 511145.b2041 277 0 0 277
511145.b1014 511145.b0881 457 0 0 457
511145.b1014 511145.b0386 0 900 0 900
511145.b1014 511145.b1531 0 0 356 356
511145.b1015 511145.b2218 0 0 206 206
511145.b1015 511145.b4065 0 0 204 204
511145.b1015 511145.b2786 0 0 314 313
511145.b1015 511145.b0993 0 0 314 313
511145.b1015 511145.b4031 0 0 153 152
511145.b1015 511145.b3210 0 0 317 317
511145.b1015 511145.b2232 158 0 0 157
511145.b1015 511145.b4332 0 0 153 152
511145.b1015 511145.b2370 73 0 317 339
511145.b1015 511145.b1517 166 0 0 165
511145.b1020 511145.b3727 0 0 419 418
511145.b1020 511145.b3751 0 0 277 277
511145.b1020 511145.b3568 0 0 319 319
511145.b1020 511145.b3726 0 0 421 420
511145.b1021 511145.b1290 155 0 0 154
511145.b1021 511145.b1022 457 900 726 983
511145.b1021 511145.b3701 0 0 340 340
511145.b1021 511145.b3236 151 0 0 150
511145.b1021 511145.b3702 0 0 332 332
511145.b1021 511145.b3706 277 0 0 277
511145.b1022 511145.b2067 0 0 313 313
511145.b1022 511145.b2851 274 0 0 274
511145.b1022 511145.b0646 274 0 0 274
511145.b1022 511145.b0649 274 0 0 274
511145.b1022 511145.b4131 185 0 0 185
511145.b1022 511145.b2275 269 0 0 269
511145.b1022 511145.b3532 274 0 42 274
511145.b1022 511145.b1489 0 0 202 202
511145.b1022 511145.b1021 457 900 726 983
511145.b1022 511145.b2522 274 0 0 274
511145.b1022 511145.b2274 274 0 0 274
511145.b1024 511145.b0465 381 0 0 381
511145.b1024 511145.b2696 0 0 391 390
511145.b1024 511145.b3613 381 0 0 381
511145.b1024 511145.b3287 168 0 0 167
511145.b1025 511145.b1078 197 0 0 197
511145.b1029 511145.b2335 156 0 0 155
511145.b1029 511145.b2111 162 0 0 161
511145.b1033 511145.b0318 184 0 0 183
511145.b1033 511145.b3320 273 0 0 273
511145.b1033 511145.b3231 273 0 0 273
511145.b1033 511145.b3305 381 0 0 381
511145.b1033 511145.b4467 0 900 0 900
511145.b1033 511145.b2066 73 384 0 404
511145.b1033 511145.b3165 273 0 0 273
511145.b1033 511145.b3319 273 0 0 273
511145.b1033 511145.b3317 283 0 0 282
511145.b1033 511145.b4203 273 0 0 273
511145.b1033 511145.b3185 273 0 0 273
511145.b1033 511145.b3294 278 0 0 278
511145.b1033 511145.b1082 188 0 0 188
511145.b1033 511145.b2979 0 900 0 900
511145.b1033 511145.b3313 273 0 0 273
511145.b1033 511145.b3186 273 0 0 273
511145.b1033 511145.b3315 273 0 0 273
511145.b1033 511145.b1716 273 0 0 273
511145.b1033 511145.b3553 0 900 0 900
511145.b1033 511145.b3310 273 0 0 273
511145.b1033 511145.b2606 273 0 0 273
511145.b1033 511145.b3637 273 0 0 273
511145.b1033 511145.b4468 0 900 0 900
511145.b1033 511145.b3301 273 0 0 273
511145.b1033 511145.b3636 273 0 0 273
511145.b1034 511145.b1035 526 0 0 526
511145.b1035 511145.b1034 526 0 0 526
511145.b1037 511145.b1043 0 0 331 331
511145.b1037 511145.b1038 900 900 927 999
511145.b1037 511145.b1041 0 0 294 294
511145.b1037 511145.b1042 0 0 297 297
511145.b1037 511145.b1039 691 900 863 995
511145.b1038 511145.b1041 0 0 642 642
511145.b1038 511145.b1040 0 0 170 169
511145.b1038 511145.b1037 900 900 927 999
511145.b1038 511145.b1042 0 0 372 372
511145.b1038 511145.b1039 0 900 454 943
511145.b1038 511145.b1043 0 0 320 319
511145.b1038 511145.b0964 0 0 380 380
511145.b1039 511145.b1038 0 900 454 943
511145.b1039 511145.b0385 0 0 278 278
511145.b1039 511145.b1043 0 0 299 299
511145.b1039 511145.b1042 0 0 433 433
511145.b1039 511145.b1037 691 900 863 995
511145.b1039 511145.b1040 0 0 183 183
511145.b1039 511145.b1041 0 0 479 479
511145.b1040 511145.b2370 46 0 206 210
511145.b1040 511145.b2786 46 0 292 295
511145.b1040 511145.b2741 0 0 359 359
511145.b1040 511145.b1039 0 0 183 183
511145.b1040 511145.b1038 0 0 170 169
511145.b1040 511145.b3210 46 0 211 215
511145.b1041 511145.b3552 180 0 0 179
511145.b1041 511145.b0211 273 0 139 347
511145.b1041 511145.b1042 483 0 954 975
511145.b1041 511145.b1037 0 0 294 294
511145.b1041 511145.b0741 180 0 0 179
511145.b1041 511145.b1283 180 0 0 179
511145.b1041 511145.b3030 283 0 104 330
511145.b1041 511145.b0957 180 0 0 179
511145.b1041 511145.b3699 283 0 104 330
511145.b1041 511145.b1039 0 0 479 479
511145.b1041 511145.b1038 0 0 642 642
511145.b1041 511145.b1043 0 0 359 359
511145.b1041 511145.b2605 180 0 0 179
511145.b1042 511145.b1043 0 0 376 376
511145.b1042 511145.b1038 0 0 372 372
511145.b1042 511145.b2605 180 0 0 179
511145.b1042 511145.b0741 180 0 0 179
511145.b1042 511145.b1041 483 0 954 975
511145.b1042 511145.b0211 273 0 139 347
511145.b1042 511145.b3552 180 0 0 179
511145.b1042 511145.b1037 0 0 297 297
511145.b1042 511145.b0385 0 0 299 299
511145.b1042 511145.b3699 283 0 104 330
511145.b1042 511145.b1039 0 0 433 433
511145.b1042 511145.b1283 180 0 0 179
511145.b1042 511145.b3030 283 0 104 330
511145.b1042 511145.b0957 180 0 0 179
511145.b1043 511145.b1041 0 0 359 359
511145.b1043 511145.b3408 0 0 200 200
511145.b1043 511145.b1037 0 0 331 331
511145.b1043 511145.b1042 0 0 376 376
511145.b1043 511145.b1948 0 0 237 237
511145.b1043 511145.b1039 0 0 299 299
511145.b1043 511145.b1038 0 0 320 319
511145.b1046 511145.b1249 0 900 0 900
511145.b1046 511145.b0789 0 900 0 900
511145.b1046 511145.b0913 180 0 0 179
511145.b1046 511145.b2529 381 0 0 381
511145.b1046 511145.b3361 286 0 0 286
511145.b1048 511145.b0436 457 0 0 457
511145.b1049 511145.b4041 559 0 0 559
511145.b1049 511145.b0095 0 0 356 356
511145.b1055 511145.b2630 170 0 0 169
511145.b1056 511145.b1687 156 0 0 155
511145.b1056 511145.b0211 204 0 0 204
511145.b1059 511145.b2905 455 0 133 507
511145.b1059 511145.b2542 464 0 0 463
511145.b1061 511145.b1183 0 0 374 374
